month,year,ninety,seventyf,mean,twentyf,ten,count
4,1989,6.525,5.25,2.875,-0.6875,-3.5,30
4,1997,4.15,2.4375,1.125,-2,-3.275,30
4,1891,4.73,3.7125,1.675,0.5625,-0.3,30
4,1926,11.68,8.4375,6.25,1.75,-7.26,30
4,1946,7.695,2.425,1.1,-1.4,-4.23,30
4,1897,7.935,6.075,3.75,2.375,1.015,30
4,1912,5.055,3.9,2.925,1.6,-0.0549999,30
4,1963,5,2.25,1.4,-0.4875,-1.905,30
4,2002,4.25,3,-0.5,-2,-3.35,30
4,1898,5.85,4.45,3.875,0.95,-0.55,30
4,1944,6.71,5.3,3.475,2.2125,1.4,30
4,1968,3.57,1.1,-1.225,-3.275,-5.085,30
4,1948,3.955,2.9125,-0.575,-6.0375,-9.505,30
4,1914,5.055,4.375,3.35,2.3125,1.585,30
4,1984,4.125,1.75,0.25,-1.1875,-1.825,30
4,1917,1.75,1.1,0,-0.85,-2.005,30
4,1922,5.63,2.9125,0.275,-1.625,-4.475,30
4,1985,5.275,3.375,0,-1.6875,-3,30
4,1923,7.005,2.6125,0.975,-0.55,-2.695,30
4,1993,3.8,3.4375,2,0.8125,-1.025,30
4,1972,3.08,1.9625,-2.775,-5.3,-6.155,30
4,1906,8.46,6.65,4.45,1.8375,-1.655,30
4,1970,2.555,1.65,0.25,-2.1375,-3.93,30
4,1915,6.455,6.1,5.275,3.9,1.615,30
4,1947,8.13,6.8875,4.6,0.3625,-2.36,30
4,2004,7.8,5.5,3.25,2,0.35,29
4,1998,7.5,5.375,1.5,-0.5,-1.55,30
5,1985,11.5,10.5,7.25,3.75,1.25,31
5,1921,9.7,8.9,6.4,3.2,2.2,31
5,1975,8.65,7.775,4.45,3.175,2.75,31
5,1984,5.75,4.75,4,2.625,1.75,31
5,1992,11.75,8.625,7,4,2.75,31
5,1888,16.65,10.825,7.25,4.725,2.5,31
5,1911,10,7.2,5.3,3.875,1.95,31
5,1970,8.05,6.4,4.45,2.775,2.25,31
5,1932,9.45,8.2,6.7,5.7,3.85,31
5,1890,11.1,9.175,7.25,5.7,4.2,31
5,1947,12.5,10.125,7.5,5.425,2.2,31
5,1943,5.25,2.35,1.1,0.25,-1.15,31
5,2008,9.3,6.875,5.25,3.625,1.975,20
5,2009,8.275,6.75,4.375,2.8125,2,30
5,1900,12.2,8.9,7.5,6.525,4.45,31
5,2002,8,6.625,4.25,1,-1.5,31
5,1962,6.65,5.55,4.75,3.05,-1.65,31
5,2003,10.5,8.125,4.5,0.875,-0.5,31
5,1976,9.46,7.75,6.1,4.15,3.35,29
5,1930,9.2,8.625,5.3,3.6,2.5,31
5,1912,11.1,9.875,7.2,5.55,4.75,31
5,1971,9.7,8.35,7.2,4.85,2.5,31
5,1923,10.25,7.65,5.85,5,4.45,31
5,1915,10.55,10,8.6,7.1,5.55,31
5,1931,8.65,8.35,6.35,4.7,3.9,31
5,1990,8.75,7.375,5.75,4.25,2.5,31
5,2006,11.5,10.5,7.5,4.75,1.5,31
5,1940,10.55,8.05,6.65,4.425,2.8,31
5,1906,11.1,9.725,9.4,7.75,4.45,31
5,1946,12.75,11.525,6.7,5.275,4.45,31
5,1895,10,7.925,6.65,4.875,3.05,31
5,1897,16.4,13.875,10.25,7.1,4.7,31
5,1933,6.65,6.275,5.3,4.7,4.2,31
5,1956,12.8,10.275,8.05,4.575,1.4,31
5,1898,14.15,11.4,8.65,7.075,5.3,31
5,1929,10.33,8.125,5.55,4.375,3.26,28
5,1944,10.85,9.725,7.5,5.425,3.9,31
5,1925,11.65,10.425,8.9,6.55,4.7,31
5,1941,8.65,6.95,5.55,3.75,1.65,31
5,1998,13.5,11.5,10.5,8.5,7.25,31
5,1954,7.8,6.825,5,4.15,3.05,31
5,2000,8,6,4.25,3.5,2.75,31
5,1924,11.1,10.125,8.35,4.6,2.8,31
5,1935,9.4,8.475,6.7,5,3.35,31
5,1987,10.75,8.75,5.75,4.25,2.75,31
5,1928,13.05,10.7,6.7,5.15,3.9,31
5,1968,9.15,6.95,5.3,3.625,1.15,31
5,2011,7.5,6.75,6,3,1.75,31
5,1964,8.6,6.825,4.15,1.65,0.3,31
5,2007,12.65,9.25,6.5,5.125,4.1,23
5,1955,7.75,4.025,2.25,1.1,0.3,31
5,1905,13.3,11.375,7.75,5.55,3.3,31
5,1942,9.45,7.925,6.1,4.15,2.5,31
5,1916,8.6,7.625,5.85,2.8,1.95,31
5,1896,8.65,7.75,6.1,3.175,1.95,31
5,1979,7.575,6.75,5,3.5,2.9,30
5,1927,9.2,7.5,5.25,4.15,3.35,31
5,1994,9.5,8.75,6.75,5,3.5,31
5,1988,10.25,7.375,6,4.25,2.75,31
5,1889,11.95,10.275,8.05,5.675,3.9,31
5,1982,8.75,6.75,4.5,3,0.75,31
5,1938,13.6,12.1,6.65,3.625,2.5,31
5,1917,9.2,8.175,6.1,4.275,3.35,31
5,1922,11.95,7.25,4.45,1.825,1.4,31
5,1934,11.65,10,8.05,5.425,4.45,31
5,1991,10.25,9.25,7,4.75,3.25,31
5,1965,8.9,6.525,4.75,2.225,-0.55,31
5,1997,10,9.75,5.5,3.875,3,31
5,1919,7.5,6.825,5.3,2.5,0.8,31
5,1904,8.85,7.475,5,2.5,0.6,31
5,1948,16.4,13.325,6.4,3.35,2.25,31
5,1989,9.75,8.75,6.5,3.625,2.25,31
5,1993,15.25,13.5,11,6.5,3.75,31
5,1999,6.5,4.875,3.5,2.5,-0.5,31
5,1893,10.25,9.3,6.95,4.45,3.6,31
5,1937,10,8.05,6.1,4.725,3.6,31
5,1981,10.75,10,7.75,5.5,4.5,31
5,1891,11.95,10.8,7.8,3.775,1.65,31
5,1966,11.1,7.375,5.25,2.775,0.85,31
5,1945,13.6,9.3,6.1,4.025,2.5,31
5,2001,11.25,7.625,4,2.375,1,31
5,1977,8.9,8.05,6.1,4.7,2.8,31
5,1953,10.85,9.45,8.6,5.425,3.05,31
5,2004,9,6.875,6,4,2.25,31
5,1909,9.7,7.1,4.45,2.25,0.85,31
5,1907,10,9.45,7.2,6.1,3.9,31
5,1910,10,8.475,6.65,4.875,2.8,31
5,1963,10.8,8.1,4.75,2.475,-0.55,31
5,1960,5,4.45,3.85,2.925,1.65,31
5,1995,11.5,8.375,7.25,5,4,31
5,1973,10.55,8.175,5.3,2.65,1.35,31
5,1926,9.7,7.8,5.85,4.325,3.85,31
5,1918,7.5,6.8,3.65,2.1,1.7,31
5,1914,9.7,7.775,6.1,4.45,3.35,31
5,1894,13.9,11.525,7.2,1.675,0.25,31
5,1996,7.1,6.5,5,4.25,3.5,17
5,1936,13.955,12.9875,7.775,6.1,4.635,30
5,1978,11.95,7.65,6.7,5,3.05,31
5,1952,10.605,8.525,7.375,5,-0.94,30
5,1902,10,8.625,7.75,5,3.9,31
5,2005,14.5,10.375,8.25,6.125,5,31
5,1913,9.2,7.925,6.7,3.325,1.4,31
5,1967,7.8,5.975,4.7,2.625,1.95,31
5,1957,11.4,10,9.15,7.625,6.7,31
5,1969,11.95,9.725,7.2,5.4,4.45,31
5,1961,12.75,11.825,7.5,4.45,2.8,31
5,1903,11.65,8.875,6.1,4.45,3.9,31
5,1958,14.2,12.5,8.9,5.55,4.45,31
5,1974,5.85,5.125,3.6,2.5,1.4,31
5,1908,8.05,6.8,5.55,4.575,3.35,31
5,1972,11.95,8.725,5.3,3.9,3.35,31
5,1959,10.3,7.525,5,2.525,-0.55,31
5,1920,6.1,5,3.9,1.95,1.4,31
5,1986,12.325,7.8125,3.125,1.375,-0.25,30
5,2010,9.275,8,6.25,1.75,-0.0749999,30
5,1980,11,8.75,7.25,6.5,4.5,31
5,1983,18.25,9.75,7,5.5,2.75,31
5,1939,11.1,7.9,6.1,2.625,0.25,31
5,1899,8.3,6.1,4.45,2.9,-1.15,31
5,1901,12.75,8.9,6.65,4.725,2.8,31
6,2002,15.775,14.1875,10.75,8.0625,7.225,30
6,1917,11.98,10.4125,8.475,6.9,5,30
6,1922,14.73,12.8375,10.975,8.4125,6.895,30
6,1966,10.355,9.6375,8.325,5.3,4.425,30
6,1930,11.75,9.75,8.475,6.7625,5.3,30
6,2011,10.825,10.5,9.125,7.5625,6.725,30
6,1991,12.5,11.75,10.125,6.75,5.675,30
6,1889,14.53,12.8375,9.725,7.4125,5.295,30
6,1998,13.3,12.5,10.125,8.25,7.25,30
6,2008,14.9,12.5,7.25,4.5,3.9,17
6,1976,11.86,10.8125,8.625,7.0625,4.275,24
6,1903,17.305,16.4125,12.225,9.5875,7.75,30
6,1968,10.355,9.6125,8.325,6.4,4.75,30
6,1924,12.17,11.0375,9.575,7.5,6.075,30
6,1943,12.81,9.8625,8.35,7.3125,5.55,30
6,1970,15.905,13.8875,12.075,10.25,6.79,30
6,1919,12.275,8.8,7.35,6.4,5.79,30
6,1954,11.315,10,8.175,6.95,5.65,30
6,2006,15.6,12.5,11,8.75,7.25,30
6,1932,14.45,13.6,12.35,10.9125,6.5,30
6,1965,12.88,10.225,8.75,6.525,5.52,30
6,1927,14.18,12.4375,10.425,9.15,8.29,30
6,1888,15.28,14.675,11.525,9.875,9.39,30
6,1911,12.3,10.4875,9.15,5.8125,4.45,30
6,2004,17.05,15.25,11.5,10,7.45,30
6,1918,13.47,11.625,9.7,7.8875,6.315,30
6,1988,13.775,11.8125,9.125,7.625,6.425,30
6,1994,13.8,11.875,9.5,8.25,6.95,30
6,1914,14.48,13.275,10.15,7.5,6.585,30
6,1926,14.065,11.3875,9.425,7.5,5.14,30
6,1910,11.13,9.0875,7.925,6.5375,5.765,30
6,1936,10,10,10,10,10,1
6,1892,16.175,15,12.225,8.5,6.695,28
6,1916,14.45,12.9875,11.125,7.225,5.44,30
6,1978,16.9,14.125,12.925,10.925,9.975,30
6,1985,13.025,11.5,9.25,6.5,5.15,30
6,1984,12.525,11.6875,8.25,6.8125,5.75,30
6,1902,13.4,11.7875,7.8,5.6875,4.945,30
6,1921,13.05,11.3375,9.85,8.1875,7.47,30
6,1967,14.15,11.95,11,8.775,6.34,30
6,1913,13.205,12.3625,11.125,9.8125,7.17,30
6,1979,13.275,10,8.75,7.3125,6.225,30
6,1957,12.525,10.2875,8.475,6.3125,5.525,30
6,1992,17.6,15.6875,13.75,10.625,9.1,30
6,1904,12.755,10.975,10,6.1,4.395,30
6,1983,12.8,11.375,9.375,8.125,6.975,30
6,2005,13.25,11.1875,10,8.8125,7.45,30
6,1969,17.88,16.2375,13.05,10.9125,10,30
6,1958,16.385,14.9375,13.75,11.725,10.495,30
6,1941,15.08,13.5375,10.7,8.225,7.47,30
6,1974,12.835,11.0375,9.15,6.65,4.42,30
6,1920,11.675,9.3125,7.375,6.1125,4.745,30
6,1990,12.85,10.25,9.125,7.8125,6.175,30
6,1905,13.305,11.1375,10,7.925,6.65,30
6,1959,11.98,10.8375,8.775,7.0125,5.765,30
6,1931,9.7,8.275,6.675,5.075,4.45,30
6,1942,16.595,13.7625,8.6,4.6625,3.845,30
6,2001,11.5,10.3125,8,6.5,5.25,30
6,1934,12.23,11.325,8.65,7.0125,5.27,30
6,1894,15.35,13.4625,10.3,7.9625,7.11,30
6,1996,10.55,10.1875,8.875,7.25,5.725,30
6,1948,17.275,16.7,15.975,12.9375,11.1,30
6,1963,13.08,10.55,7.8,6.95,5.74,30
6,2007,16.25,11,10,9.25,7.25,21
6,1953,11.725,10.5875,9.025,7.075,5.825,30
6,1977,13.955,12.55,10.575,8.5875,7.74,30
6,1975,11.155,9.45,8.175,6.425,5.225,30
6,1972,13.185,10.475,9.025,7.5625,6.34,30
6,1956,10.88,9.7375,7.775,5.8125,4.45,30
6,1986,12.55,11.6875,9.5,8.5625,7.225,30
6,1928,15.93,14.125,11.5,7.9375,5.55,30
6,1944,15.55,13.7625,11.25,9.525,8.87,30
6,1964,11.65,10.2875,9.175,7.8625,6.07,30
6,1947,11.51,10.1875,8.05,6.65,5.99,30
6,1907,16.09,14.475,9.15,7.2,6.1,22
6,1901,11.815,10,8.325,6.65,5,30
6,1899,10.055,9.45,8.875,7.7625,6.045,30
6,1890,13.655,11.075,9.3,8.675,7.475,30
6,1999,13.525,10.625,8.125,7.3125,4.725,30
6,1945,9.83,8.8375,8.2,6.1125,3.735,30
6,2010,13,11.6875,9.875,7.4375,5.75,28
6,1933,9.775,9.45,8.325,6.7625,5.965,30
6,1938,14.87,13.8875,12.075,9.65,6.4,30
6,1961,16.155,15.25,12.225,8.9625,7.5,30
6,1908,13.105,12.2375,10.25,9.1625,7.795,30
6,1952,12.525,10.1875,8.75,7.3125,6.075,30
6,1939,12.44,11.075,9.425,7.7,6.4,30
6,1995,13.6,12,11,9,6.95,29
6,1973,13.71,10.4125,8.475,6.2375,5.495,30
6,1960,12.5,10.4875,7.925,5.7625,4.42,30
6,1982,16.325,14.75,13.5,11.1875,7.325,30
6,1993,12.525,11.8125,9.625,7.8125,5.975,30
6,1909,12.58,11.325,8.875,6.2375,4.72,30
6,1929,12.825,11.85,9.45,8.05,6.61,30
6,1906,13.855,10.825,8.3,7.2,6.1,30
6,1937,15.885,14.5625,13.05,11.7625,9.94,30
6,1955,13.655,11.95,7.925,6.1125,4.89,30
6,1989,14.5,12.625,10,7.25,5.25,30
6,1893,12.285,8.8,7.375,6.7,6.375,30
6,1997,12.275,10.6875,9.125,7.875,7,30
6,1940,12.8,11.5875,9.45,6.725,6.32,30
6,1897,18.88,17.1625,10.4,9.7,8.56,30
6,1912,17.85,14.375,10.975,7.7625,5.71,30
6,1987,16.125,14.1875,11.25,9.5,8.175,30
6,1898,17.55,15.55,11.65,9.75,8.99,29
6,1971,11.355,10.8375,9.05,7.5,5.82,30
6,1895,14.18,12.425,10.25,7.8625,6.755,30
6,1891,11.355,9.75,8.725,7.825,5.57,30
6,1915,13.13,11.2875,10,8.65,6.925,30
6,1946,10.575,9.45,7.75,5.95,5.27,30
6,1923,14.45,14.15,13.05,9.5375,8.05,30
6,2009,13.75,11.75,10,8.25,7.2,27
6,1962,12.91,11.0375,8.75,6.425,4.115,30
6,1935,11.13,9.4,7.75,5.85,4.975,30
6,1900,15.575,14.85,12.25,9,7.145,30
6,2003,13.55,12.6875,10.25,8.625,6.425,30
6,1980,14,11.8125,10.375,9.0625,7.95,30
6,1896,15.68,12.6875,8.05,6.7625,6.12,30
6,1981,10.775,8.6875,6.75,5.3125,4.75,30
6,1925,15.55,11.5875,10,8.7125,7.19,30
6,2000,13.1,10.1875,8.25,7.5,6.7,30
7,1922,14.45,13.625,12.5,10,9.2,31
7,1957,12.8,11.675,10,8.35,6.65,31
7,1974,14.15,12.2,9.75,8.05,7.25,31
7,1971,18.9,17.9,13.85,8.9,7.25,31
7,1913,16.1,13.6,10.25,7.925,6.65,31
7,1938,19.15,18.05,15.6,12.2,7.75,31
7,1895,18.6,14.725,12.5,10,8.65,31
7,2002,17.75,15.5,12.25,8.75,6.225,30
7,2004,16.75,16,13.5,11.5,9.9,29
7,2001,15.5,13.25,12,10.375,9.25,31
7,1969,14.75,12.8,11.15,8.65,6.95,31
7,1946,15.55,12.35,11.35,8.75,8.05,31
7,1910,14.15,13.6,11.4,9.025,8.05,31
7,1923,15.25,14.7,13.35,11.225,9.45,31
7,1982,17,14.125,12.25,9.875,8.75,31
7,1915,15,14.45,12.5,10.275,8.6,31
7,1926,18.6,15.825,13.05,10,8.9,31
7,1966,13.9,13.325,11.9,10.25,8.6,31
7,1968,16.7,15.15,12.25,9.425,8.6,31
7,1891,17.2,15.975,13.05,10.95,8.9,31
7,1903,13.85,12.775,11.1,10,9.45,31
7,1906,19.45,18.075,15.55,12.75,12.25,31
7,1918,17.75,15.15,13.3,10.975,8.9,31
7,2007,19.05,16,15,12.5,11.75,17
7,1948,16.1,14.6,12.75,11.95,10,31
7,2008,10.5,10.5,10.5,10.5,10.5,1
7,1917,14.4,13.05,11.1,8.6,7.2,31
7,1981,15.25,14.625,13.5,11.75,10,31
7,1963,14.45,12.65,10.25,8.9,8.05,31
7,1901,13.35,12.75,11.65,9.725,8.85,31
7,1992,16,15.125,13.5,11.5,10.75,31
7,1892,17.25,12.2,10,7.775,6.4,31
7,1905,17.25,16.375,13.85,10,9.45,31
7,1899,16.7,15.275,13.3,11.425,10.55,31
7,1986,13.75,12.375,11.25,9.5,7.5,31
7,1942,18.35,15.95,13.05,11.825,10.55,31
7,1961,17.5,15.7,13.85,11.675,10.25,31
7,1908,17.5,15.425,13.35,11.1,10.8,31
7,1945,17.8,16.1,14.45,10.975,8.9,31
7,1931,16.7,16.25,13.35,8.9,8.05,31
7,1994,18.25,16.375,14,11,8.75,31
7,1970,16.15,14.6,11.95,9.85,8.3,31
7,1933,14.2,12.9,10.85,9.45,8.6,31
7,2011,12.65,11.625,10.5,9.4375,7.275,28
7,1911,16.1,13.35,11.65,9.45,7.5,31
7,1928,16.7,15.55,12.8,11.8,10.6,31
7,1998,18.25,16.25,14.75,12.875,11,31
7,1896,17.525,16.875,15.275,13.4125,12.44,30
7,1912,13.9,12.9,11.65,10.275,9.15,31
7,1988,15,13.375,11.25,8.75,7.25,31
7,1997,16.25,13.75,12,10.25,9.25,31
7,1972,13.35,12.5,11.1,10.275,9.15,31
7,1964,13.6,12.9,10.8,9.325,8.35,31
7,2010,17,15.6875,13.5,11.125,9.15,30
7,1941,19.7,15.275,12.75,11.825,9.45,31
7,1959,16.65,15.3,13.05,9.175,7.25,31
7,1888,16.65,15,12.5,8.925,7.5,31
7,1947,15.25,14.575,13.3,11.8,10.8,31
7,2006,19,16.875,13.5,10.375,9.5,31
7,1960,17.25,16.275,14.7,12.1,9.2,31
7,1989,15.5,14.5,12,10.25,8.5,31
7,1973,16.4,14.325,11.95,9.875,8.35,31
7,1890,16.4,14.45,10.8,9.125,8.35,31
7,1936,15.85,14.45,13.05,11.8,9.75,31
7,1962,16.4,15.825,11.95,9.45,8.85,31
7,1995,15,12.625,11.5,10,9,31
7,1907,16.95,15.525,14.2,13.6,12.2,31
7,1976,14.7,14.15,13.3,12.075,10.3,31
7,1979,19.5,17,13.75,11.875,9,31
7,1893,15.25,13.75,12.5,11.1,9.45,31
7,1978,17.25,16.15,14.75,14,13.05,31
7,1940,14.75,12.925,11.15,10.3,8.35,31
7,1900,17.2,14.725,13.35,11.25,10.55,31
7,2000,15.75,15,12.25,10.25,9.5,31
7,1889,17.2,16.225,14.75,13.5,11.1,31
7,1929,13.85,12.65,10.55,8.75,7.5,31
7,1944,16.95,15.275,12.75,10.7,9.45,31
7,1919,14.15,13.475,12.25,10.975,8.85,31
7,1977,16.1,14.575,11.95,10.125,8.65,31
7,1953,16.1,13.2,10.55,8.875,7.5,31
7,1927,15.3,14.45,12.5,10.85,9.75,31
7,1952,16.4,14.325,12.25,9.45,8.85,31
7,1975,18.6,16.4,13.9,10.55,8.9,31
7,2003,16.5,15.5,13.25,11.375,9.75,31
7,1925,15,13.475,12.5,11.375,10.25,31
7,2009,19.325,17.25,14.75,12.5,10.35,28
7,1935,18.3,15.55,10.55,9.15,7.8,31
7,1898,16.685,15.525,12.2,11.425,9.485,14
7,1934,15.55,12.375,11.35,9.025,7.5,31
7,1983,14.5,13,11.75,10.125,8.75,31
7,1914,14.2,13.05,11.95,8.9,7.5,31
7,1930,15.8,15,11.4,9.725,7.5,31
7,1967,15,13.475,11.65,9.575,8.05,31
7,1909,14.45,14.025,12.25,10.3,6.95,31
7,1991,14,12.875,11.5,9.75,9.25,31
7,1965,16.95,15.55,13.05,11.275,9.7,31
7,1980,13.75,12.75,11,9.5,9,31
7,1956,17.5,14.725,11.65,10.8,8.9,31
7,1916,12.5,11.675,9.75,8.475,7.25,31
7,1932,11.65,11.1,10,8.9,8.35,31
7,1897,14.75,12.2,11.1,9.575,8.6,31
7,1904,16.15,15,12.8,8.3,6.65,31
7,1985,18,16.75,14,12.875,11.75,31
7,1924,16.4,14.6,12.5,10.125,8.35,31
7,1999,14.275,13.0625,10.375,9.125,8.5,30
7,1993,12,11.25,10.5,9.625,9,31
7,1984,16.75,15,11.75,10.125,8.5,31
7,1987,14.75,14.125,12.5,10.5,8.5,31
7,1921,13.9,13.6,12.5,9.05,8.3,31
7,2005,13.25,12,11,9.5,8.5,31
7,1990,17.5,16,13.5,11.25,9.25,31
7,1920,16.1,15.55,14.15,10.975,9.15,31
7,1955,15.85,14.725,10.55,8.9,8.6,31
7,1943,15.6,14.4,12.2,10.275,5.85,31
7,1958,17.5,16.4,14.75,13.75,11.65,31
7,1954,14.15,11.825,10,8.9,7.8,31
7,1894,17.2,16.275,13.85,12.1,10.85,31
7,1937,18.05,16.25,13.65,12.5,11.65,31
7,1902,15.6,13.3,11.65,9.175,7.8,31
7,1996,15.75,14.75,11.5,9.75,8.25,31
7,1939,19.15,15.55,10.8,9.3,8.65,31
8,1985,13.75,12.75,11.25,9.125,8.25,31
8,1899,13.35,12.525,11.15,7.75,6.65,31
8,1901,16.7,15,13.35,11.95,10.55,31
8,1908,14.45,13.625,11.4,10.55,10,31
8,1961,18.05,16.1,13.6,12.5,10.85,31
8,2010,6.5,6.5,6.5,6.5,6.5,1
8,1973,16.4,14.975,10.85,7.5,4.2,31
8,1995,12,10.375,9,8,7.5,31
8,1960,16.4,14,8.6,6.65,5.55,31
8,1952,15.85,15.125,10.6,8.6,7.2,31
8,1909,13.05,10.55,8.6,6.5,5.25,31
8,1980,13.25,11.25,9.25,8.25,6.5,31
8,1939,18.35,16.15,13.6,12.075,11.15,31
8,1992,17,15.125,12,8.875,6.25,31
8,1890,14.75,13.85,12.25,10,8.9,31
8,1947,13.6,12.075,9.75,8.75,5,31
8,1978,17.305,13.9875,11.275,10.55,9.67,30
8,1936,15.8,14.7,12.8,10.675,10,31
8,1914,13.9,13.05,11.35,9.025,7.5,31
8,2005,14.5,13.75,11.75,10.375,8.5,31
8,1967,17.5,16,15,12.075,10.25,31
8,1902,13.9,13.025,11.65,9.15,7.2,31
8,1974,16.15,13.625,11.1,9.875,8.35,31
8,1969,13.3,11.7,11.1,8.75,6.65,31
8,1959,10.25,9.45,8.3,7.1,5.3,31
8,1948,14.45,13.05,11.4,9.575,8.3,31
8,1934,13.05,12.075,11.15,9.45,7.8,31
8,1977,16.4,15.6,13.9,10.85,8.85,31
8,1953,15,14.025,10.85,8.75,7.8,31
8,1907,12.25,10.125,8.9,7.225,6.4,31
8,1928,13.9,12.5,11.1,9,7.75,31
8,1964,11.7,10.575,9.15,8.35,6.4,31
8,1945,13.85,11.375,9.45,5.85,4.75,31
8,1933,14.45,13.35,11.4,10.15,8.65,31
8,1905,15.3,13.6,9.45,7.75,6.1,31
8,1942,15.8,15,11.95,8.475,6.65,31
8,2007,13.95,12.25,10.25,8.875,7.75,23
8,1927,16.1,14.575,13.6,11.525,8.9,31
8,1988,15.25,13.25,10.75,9.375,8.5,31
8,1916,14.75,14.325,11.4,9.3,6.95,31
8,1979,17,16,14.25,13,11,31
8,1917,14.15,12.8,10.55,9,8.05,31
8,1922,14.45,13.35,12.75,11.1,9.45,31
8,1889,16.1,15.1375,10.825,7.725,6.335,28
8,1946,13.35,12.225,10.55,9.725,8.85,31
8,1895,16.4,13.75,12.25,11.15,10,31
8,1971,17.5,16.1,14.15,10,9.15,31
8,1898,19.45,18.6,16.95,15.15,9.45,31
8,1912,14.45,12.75,10.85,8.05,5,31
8,1897,20.85,18.75,16.95,13.325,10,31
8,1915,15.85,15.425,13.9,12.625,11.1,31
8,1923,16.1,14.025,12.75,11.1,9.2,31
8,1998,15.5,14.75,13.25,10.875,9.75,31
8,1925,13.6,13.225,10.8,8.5,5.3,31
8,2003,15.5,13.625,12.25,10,9.25,31
8,1962,13.35,11.95,9.7,8.325,6.95,31
8,1932,16.4,15.55,12.75,9.45,7.2,31
8,1954,11.95,11.125,10,9.175,8.6,31
8,1943,12.2,11.075,10.25,7.8,6.7,31
8,1918,12.8,11.925,10.6,8.5,7.25,31
8,2004,18,16.5,12,8.75,7.25,31
8,1987,13.75,12.125,10,8.625,7.25,31
8,1935,13.05,11.95,10.55,7.75,6.1,31
8,2009,15.25,15.25,15.25,15.25,15.25,1
8,1900,13.35,12.225,10.55,8.875,7.2,31
8,2008,17.8,15.375,11.75,8.375,5.9,27
8,1968,13.9,11.675,10,7.9,6.35,31
8,1941,15,13.175,10.8,7.5,6.4,31
8,1924,14.15,13.35,11.1,9.025,6.95,31
8,1976,15,13.45,11.35,9.175,8.05,31
8,1930,17.75,16.375,12.8,11.1,10.3,31
8,2000,15,13.375,10.5,8,7,31
8,2002,16.5,14.625,10.75,8.125,7.25,31
8,1944,11.4,11.1,10,8.65,8.05,31
8,1956,15.85,14.6,11.4,10,5.85,31
8,1931,14.45,14.025,13.05,10.975,10,31
8,1990,19.25,16.875,14,10.75,8,31
8,2006,13.75,13,11.5,9.875,8,31
8,1940,13.05,12.075,10.55,8.35,6.65,31
8,1906,15,13.625,11.7,8.875,7.2,31
8,1937,12.8,11.65,10.25,9.7,8.9,31
8,1981,19.75,17.375,16,13.25,8.25,31
8,1929,13.9,13.35,11.7,9.15,8.05,31
8,1966,15.55,14.15,10.8,8.475,7.5,31
8,1903,14.45,12.25,10,8.75,7.2,31
8,1919,13.05,12.5,11.65,9.75,8.35,31
8,1991,17.55,15.4375,12.375,10.5625,8.25,30
8,1891,15.8,14.6,13.6,12.05,11.35,31
8,1997,17.75,14.5,12.5,10,8,31
8,1893,16.95,16.125,14.4,11.775,9.2,31
8,1989,17.25,13.875,10.75,9.75,9.25,31
8,1896,16.4,15.55,14.15,12.375,11.4,31
8,1975,12.5,10.575,9.2,7.5,7.25,31
8,1938,14.15,11.925,8.05,7.2,6.4,31
8,1982,12.85,11.5,9.75,8.875,7.725,24
8,1994,16.75,14.5,12.75,10.625,9.25,31
8,1955,13.05,12.2,9.7,8.725,7.5,31
8,1972,15.25,14.025,11.65,10.275,7.5,31
8,1986,16.25,14.75,13,11.75,9.75,31
8,1996,16.75,15.25,13,8.625,7.5,31
8,1894,17.2,16.525,14.15,13.075,12.2,31
8,1963,16.65,14.875,12.25,10.675,8.9,31
8,2001,18,14.5,11.5,10.25,9,31
8,1920,15.55,13.65,12.5,8.75,6.65,31
8,1984,16.25,14.25,12,9.75,6.25,31
8,1921,13.6,11.65,9.7,8.35,7.2,31
8,1983,15.75,13.375,12.25,11.125,9.5,31
8,1888,18.3,16.4,14.75,12.775,11.4,31
8,1911,11.7,11.125,9.75,9.425,8.3,31
8,1970,15.55,15,12.5,10.3,7.8,31
8,1892,15,13.75,11.7,9.575,8.65,31
8,1910,14.45,11.825,10,7.375,5,31
8,1926,13.35,12.65,11.65,10,9.15,31
8,1957,11.95,10.725,9.75,8.625,6.95,31
8,1913,13.9,12.65,11.1,9.05,6.4,31
8,1958,16.35,14.425,12.75,10,8.9,31
8,1904,16.7,16.125,13.3,11.1,7.2,31
8,1999,16.75,14.875,12.25,9.875,8.75,31
8,1993,15.5,14.25,11.25,9.25,8.5,31
8,1965,16.95,15.7,13.3,10.4,7.8,31
9,1888,15.35,14.675,11.15,8.9625,6.67,30
9,1911,11.1,8.9,6.125,3.975,1.865,30
9,1904,13.35,11.9625,9.725,6.1,5.385,30
9,1971,8.93,7.6875,6.225,3.6,2.12,30
9,1915,10.195,8.05,7.1,5.6125,4.085,30
9,1999,12.5,10.375,7.875,3.4375,1.85,30
9,1995,14.525,13.1875,11.875,7.9375,5.975,30
9,1987,14.275,12.9375,10.375,7.9375,5.225,30
9,1901,9.56,8.8875,7.2,5,3.125,30
9,1923,11.68,10.0875,7.625,5.875,3.32,30
9,1993,13.275,12.8125,8.125,5.9375,4.425,30
9,1929,13.375,11.5125,9.025,5.7625,2.965,30
9,1981,17.55,12.5625,8,4.75,4.25,30
9,1990,13.55,13,10.375,7.5625,6.7,30
9,1924,12.005,11.1,7.65,4.45,2.5,30
